,artist_name,track_name,track_id,popularity,genre,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,beat_duration,tatum_duration
1037,The Weeknd,Out of Time - KAYTRANADA Remix / Radio Edit,5wyFsVGDdrOZM0nf2D4p8f,43,Pop,2022,0.749,0.676,5,-8.413,0,0.356,0.121,1.82e-06,0.103,0.672,107.908,155556,4,2.217396231884058,0.27810917562724013
1038,PARTYNEXTDOOR,Break from Toronto,79MSEdtXuudhGhC5AtG07g,79,Pop,2013,0.596,0.678,9,-5.18,1,0.0335,0.0199,0.004,0.418,0.259,117.066,99213,4,2.0624910638297873,0.2564783769633508
1039,Giveon,For Tonight,61Emqg95O9zo1GNOcyxq4Y,79,Pop,2021,0.442,0.517,9,-7.807,1,0.0548,0.0699,0.0,0.114,0.2,79.867,193822,4,3.051696557377049,0.38307274193548385
1040,Clairo,Sofia,7B3z0ySL9Rr0XvZEAjWZzM,80,Pop,2019,0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997,188387,4,2.124517471264368,0.2656101424501425
1041,James Arthur,Say You Won't Let Go,5uCax9HTNlzGybIStD3vDh,83,Pop,2016,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,211467,4,2.7921033333333334,0.352891660899654
1042,Ariana Grande,positions,35mvY5S1H3J2QZyna3TFe0,84,Pop,2020,0.737,0.802,0,-4.771,1,0.0878,0.468,0.0,0.0931,0.682,144.015,172325,4,1.674988415841584,0.20835804400977992
1043,24kGoldn,Mood (feat. iann dior),4jPy3l0RUwlUI9T5XHBW2m,85,Pop,2021,0.701,0.716,7,-3.671,0,0.0361,0.174,0.0,0.324,0.732,91.007,140533,4,2.6628386274509808,0.3295901442307692
1044,Julia Michaels,What A Time (feat. Niall Horan),5WtfUKzXircvW8l5aaVZWT,82,Pop,2019,0.516,0.467,0,-6.184,1,0.0302,0.662,0.0,0.0853,0.386,132.861,173307,4,1.7877343617021277,0.22646896
1045,Miguel,Sure Thing,0JXXNGljqupsJaZsgSbMZV,78,Pop,2010,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,195373,4,2.96632796875,0.37081542307692306
1046,Cults,Always Forever,2enPRFda84VE2wtI8c86Uf,80,Pop,2013,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378,223747,4,1.4675655033557047,0.1847878956228956
1047,Machine Gun Kelly,make up sex (feat. blackbear),50eJOxJiGmJ7PBZaTKpje1,80,Pop,2022,0.665,0.678,5,-4.122,0,0.0315,0.00156,0.0,0.474,0.682,131.986,122570,4,1.8316272307692307,0.2272173484848485
1048,The Chainsmokers,Closer,7BKLCZ1jbUBVqRi2FVlTVw,84,Pop,2016,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,244960,4,2.5499593617021277,0.3162681201044386
1049,Grouplove,Tongue Tied,0GO8y8jQk1PkHzS31d699N,79,Pop,2011,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,218013,4,2.1236899000000005,0.26546047381546134
1050,Avicii,Wake Me Up,0nrRP2bk19rLc0orkWPQk2,84,Pop,2013,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,4,1.91033184,0.242167560483871
1051,Tate McRae,chaotic,2bdqU7C4softKNcMYDFi96,81,Pop,2022,0.412,0.382,2,-7.023,0,0.0497,0.59,0.0,0.0931,0.318,81.493,178721,3,2.168197375,0.36878770042194103
1052,Conan Gray,Maniac,6KfoDhO4XUWSbnyKjNp9c4,81,Pop,2020,0.628,0.639,8,-5.46,1,0.0435,0.00162,0.0,0.354,0.493,108.045,185773,4,2.235983417721519,0.2777269969040248
1053,Offset,Ric Flair Drip (with Metro Boomin),7sO5G9EABYOXQKNPNiE9NR,81,Pop,2017,0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007,172800,4,2.4172901428571434,0.29996170731707317
1054,Giveon,Heartbreak Anniversary,3FAJ6O0NOHQV8Mc5Ri6ENp,82,Pop,2020,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,198371,3,1.6147031967213117,0.26962605442176873
1055,The Neighbourhood,You Get Me So High,7zwn1eykZtZ5LODrf7c0tS,81,Pop,2018,0.551,0.881,7,-6.099,0,0.0542,0.186,0.0791,0.152,0.387,88.036,153000,4,2.7635731481481476,0.34209744394618835
1056,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",1otG6j1WHNvl9WgXLWkHTo,77,Pop,2018,0.702,0.659,4,-6.766,0,0.13,0.301,0.00201,0.218,0.843,79.64,207455,4,3.03700447761194,0.3768618315018315
1057,Taylor Swift,Blank Space,1p80LdxRV74UKvL8gnD7ky,74,Pop,2014,0.753,0.678,5,-5.421,1,0.0644,0.085,1.64e-06,0.13,0.583,96.006,231827,4,2.50001978021978,0.31249812499999996
1058,Clairo,Bubble Gum,3zksbXteOCeSusJ5Xltr3t,79,Pop,2019,0.509,0.0167,9,-24.639,1,0.115,0.979,2.72e-05,0.387,0.229,207.97,175961,3,0.8745492500000001,0.14538376451077945
1059,Summer Walker,No Love (with SZA),08SB2OtZkaliju77WYEKxk,77,Pop,2021,0.707,0.618,1,-5.825,0,0.19,0.17,0.0,0.293,0.517,133.876,231498,4,1.78397734375,0.22516476562499999
1060,The Weeknd,Die For You,2Ch7LmS7r2Gy2kc64wv3Bz,81,Pop,2016,0.582,0.525,1,-7.163,0,0.0627,0.111,0.0,0.134,0.51,133.249,260253,4,1.7935593706293702,0.22511398423817863
1061,Neon Trees,Everybody Talks,2iUmqdfGZcHIhS3b9E9EWq,80,Pop,2012,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,177280,4,1.5483587610619471,0.19354059471365642
1062,Maroon 5,Beautiful Mistakes (feat. Megan Thee Stallion),5zFglKYiknIxks8geR8rcL,82,Pop,2021,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,227395,4,2.4043737634408595,0.30292714285714284
1063,Diplo,Heartless (feat. Morgan Wallen),3FU6urUVsgXa6RBuV2PdRk,75,Pop,2020,0.765,0.556,11,-6.417,1,0.0512,0.275,0.0,0.0824,0.274,111.033,169227,4,2.141046363636363,0.2703840716612378
1064,Drake,Passionfruit,5mCPDVBb16L4XQwDdbRUpz,82,Pop,2017,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4,2.13522690647482,0.2678405734767025
1065,The Weeknd,Sacrifice,1nH2PkJL1XoUq8oE6tBZoU,84,Pop,2022,0.735,0.795,11,-6.523,0,0.113,0.0296,3.18e-05,0.0678,0.905,122.0,188918,4,1.9631122105263163,0.24659149214659684
1066,Usher,Yeah! (feat. Lil Jon & Ludacris),5rb9QrpfcKFHM1EUbSIurX,81,Pop,2004,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,250373,4,2.2798808333333334,0.28556579310344826
1067,Khalid,Location,152lZdxL1OR0ZMW6KquMif,78,Pop,2017,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,4,2.998178309859155,0.3747743055555556
1068,Chase Atlantic,Swim,3M0lSi5WW79CXQamgSBIjx,83,Pop,2017,0.666,0.542,8,-6.429,1,0.0392,0.27,0.0,0.0765,0.0771,120.134,228787,4,1.9677421238938053,0.24939026726057903
1069,Jeremih,oui,0PJIbOdMs3bd5AT8liULMQ,77,Pop,2015,0.418,0.724,5,-3.724,1,0.0964,0.213,0.0,0.112,0.604,78.521,238320,5,2.7862058333333333,0.3499382195845697
1070,Nicki Minaj,Super Bass,3hlksXnvbKogFdPbpO9vel,78,Pop,2010,0.723,0.86,11,-4.357,1,0.203,0.271,4.56e-06,0.598,0.667,126.979,200013,4,1.912707087378641,0.23623677725118483
1071,Måneskin,Beggin',3Wrjm47oTz2sjIgck11l5e,87,Pop,2017,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,211560,4,1.7849146551724142,0.22360128479657385
1072,Pitbull,Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,81,Pop,2014,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,229360,4,1.9354751282051283,0.24195044680851066
1073,BTS,Butter,1mWdTewIgB3gtBM3TOSFhB,87,Pop,2021,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442,4,2.196460273972603,0.2727136148648649
1074,Labrinth,Still Don't Know My Name,6N22FZs2ZhPBYi3b9XPajV,82,Pop,2019,0.316,0.63,5,-5.963,1,0.117,0.471,0.262,0.205,0.313,89.643,153294,1,2.0629038356164386,0.25949324742268043
1075,Kesha,Backstabber,4GRFzKI7jTZ3kbMfouc7bn,81,Pop,2010,0.6,0.939,7,-1.794,1,0.19,0.0666,6.18e-06,0.34,0.833,159.941,186840,4,1.5061780327868854,0.18749577777777776
1076,Gym Class Heroes,Stereo Hearts (feat. Adam Levine),0qOnSQQF0yzuPWsXrQ9paz,82,Pop,2011,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,210960,4,2.672861666666667,0.33401184126984124
1077,Ricky Montgomery,Mr Loverman,2IVsRhKrx8hlQBOWy4qebo,79,Pop,2016,0.639,0.526,0,-6.697,1,0.0256,0.245,2.43e-05,0.25,0.488,130.033,216880,3,1.3902619205298015,0.23109335526315788
1078,Ariana Grande,7 rings,6ocbgoVGwYJhOv1GgI9NsF,83,Pop,2019,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,178627,4,1.7228547524752476,0.21431326034063258
1079,Shakira,Hips Don't Lie (feat. Wyclef Jean),3ZFTkvIE7kyPt6Nu3PEa7V,82,Pop,2005,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,218093,4,2.417342045454545,0.3004356267409471
1080,Dua Lipa,Love Again,2tOMvjdH5Cze5hqFckPZkt,0,Pop,2022,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,258004,4,2.0634588524590165,0.25897018404907973
1081,Dua Lipa,Physical,6SElE4KmxKryiBXcqZjVks,1,Pop,2022,0.66,0.875,0,-3.333,1,0.0472,0.0281,0.00158,0.136,0.688,146.946,193697,4,1.6363486086956522,0.2041068103448276
1082,Dua Lipa,Levitating,2DKMONKko9i0YXGu14hsNn,1,Pop,2022,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4,2.3438350588235295,0.29129150724637676
1083,Dua Lipa,New Rules - Acoustic,0aOZa47Xx3kueBaXqIVS4b,0,Pop,2022,0.825,0.345,9,-6.018,0,0.0372,0.601,0.0,0.121,0.506,116.072,213436,4,2.0706482,0.2588568656716418
1084,Dua Lipa,Levitating - KUU Remix,5izDg91OQctXCpDdPcIcCd,1,Pop,2022,0.734,0.89,2,-6.069,1,0.0526,0.00305,0.000472,0.118,0.361,111.975,250985,4,2.1542291228070174,0.2681480777537797
1085,Dua Lipa,Physical - Ofenbach Remix,3TUDHCJA72TZcpPErhRhGM,0,Pop,2022,0.665,0.903,9,-4.933,0,0.0856,0.000384,0.0132,0.292,0.537,132.013,173645,4,1.818920869565217,0.22742129729729732
1086,Dua Lipa,Don't Start Now - Purple Disco Machine Remix,4ddxElPHVJrP7I526DIcfV,1,Pop,2022,0.768,0.751,11,-6.185,0,0.0509,0.0459,2.82e-06,0.351,0.809,123.978,216774,4,1.9435249541284405,0.24187809954751133
1087,Adele,Someone Like You,1zwMYTA5nlNjZxYrvBB2pV,78,Pop,2011,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,285240,4,1.746739556962025,0.22220665594855304
1088,Dua Lipa,Last Dance - Stefan Ponce Remix,2SqxYja50ckheVClWN00jP,1,Pop,2022,0.728,0.626,6,-4.598,1,0.0494,0.00203,0.00104,0.0734,0.787,123.974,297696,4,1.9370742105263161,0.24213302782324056
1089,Fitz and The Tantrums,Out of My League,2AYEOC02WLhUiOoaig2SEH,74,Pop,2013,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,209386,4,1.4146076388888889,0.17653886402753874
1090,Daniel Caesar,Get You (feat. Kali Uchis),7zFXmv6vqI4qOt4yGf3jYZ,79,Pop,2017,0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,278180,4,3.1930677906976745,0.40614271386430684
1091,Lil Nas X,MONTERO (Call Me By Your Name),1SC5rEoYDGUK4NfG82494W,85,Pop,2021,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,137704,4,1.3445892079207917,0.1684662162162162
1092,Big Sean,Beware,6bxUnsSGZCmoHHU5auwtps,74,Pop,2013,0.7,0.554,1,-5.909,1,0.187,0.219,1.36e-06,0.419,0.0633,97.127,235187,4,2.4383733684210527,0.3092118386243386
1093,Billie Eilish,bad guy,2Fxmhks0bxGSBdJ92vM42m,83,Pop,2019,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4,1.7913143396226416,0.22713352380952384
1094,Gotye,Somebody That I Used To Know,4wCmqSrbyCgxEXROQE6vtV,76,Pop,2011,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,244973,4,1.8397163636363636,0.23262156488549618
1095,Ariana Grande,34+35,6Im9k8u9iIzKMrmV7BWtlF,82,Pop,2020,0.83,0.585,0,-6.476,1,0.094,0.237,0.0,0.248,0.485,109.978,173711,4,2.1927351948051945,0.2732604166666667
1096,Lorde,Ribs,2MvvoeRt8NcOXWESkxWn3g,78,Pop,2013,0.511,0.472,4,-9.277,1,0.091,0.534,0.614,0.11,0.0399,127.978,258969,4,2.019292,0.25279234592445327
1097,Flo Rida,Low (feat. T-Pain),0CAfXk7DXMnon4gLudAp7J,81,Pop,2008,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008,231400,4,1.8754640833333331,0.23451076604554866
1098,Dua Lipa,Don't Start Now - Dom Dolla Remix,2xwumrevWoGmCtLewgapRD,0,Pop,2022,0.862,0.897,2,-5.444,1,0.0365,0.0664,0.00543,0.263,0.603,123.998,210879,4,1.9310938888888889,0.2419486143187067
1099,Coldplay,My Universe,3FeVmId7tL5YN8B7R3imoM,87,Pop,2021,0.588,0.701,9,-6.39,1,0.0402,0.00813,0.0,0.2,0.443,104.988,228000,4,2.291279387755102,0.2857235264483627
1100,Olivia Rodrigo,enough for you,2TOzTqQXNmR2zDJXihjZ2e,79,Pop,2021,0.638,0.259,7,-10.706,1,0.0898,0.753,0.0,0.219,0.269,88.485,202827,4,2.68491397260274,0.3402684589041096
1101,Cavetown,Devil Town,0vf2eBw2inhl8y61cYQMv2,78,Pop,2015,0.576,0.759,3,-8.165,1,0.0599,0.12,0.0,0.121,0.501,99.969,179955,4,2.385306575342466,0.3002066780821918
1102,Avicii,The Nights,0ct6r3EGTcMLPtrXHDvVjc,85,Pop,2014,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,176658,4,1.8871967777777776,0.23786572625698327
1103,Charlie Puth,That's Hilarious,1jIMjbzcGCcCQn5iMu9CUc,80,Pop,2022,0.714,0.442,6,-5.909,1,0.0605,0.742,0.0,0.114,0.546,108.039,146855,4,2.2279753968253972,0.2795718897637795
1104,Khalid,8TEEN,5bgwqaRSS3M8WHWruHgSL5,77,Pop,2017,0.83,0.585,1,-5.802,1,0.0366,0.225,0.00209,0.0576,0.642,105.03,228600,4,2.2741746464646466,0.2857290151515151
1105,Chris Brown,No Guidance (feat. Drake),6XHVuErjQ4XNm6nDPVCxVX,78,Pop,2019,0.696,0.454,1,-6.756,0,0.153,0.123,0.0,0.155,0.136,92.928,260640,4,2.543032574257426,0.32346864661654134
1106,Hozier,Take Me to Church,1CS7Sd1u5tWkstBhpssyjP,75,Pop,2014,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,241693,4,1.8823510317460317,0.23404258823529414
1107,Metro Boomin,Space Cadet (feat. Gunna),1fewSx2d5KIZ04wsooEBOz,81,Pop,2018,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,0.638,109.004,203267,4,2.1847001098901098,0.27538720547945206
1108,BTS,Dynamite,5QDLhrAOJJdNAmCTJ8xMyW,86,Pop,2020,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,4,2.088222608695652,0.26247464673913046
1109,Don Toliver,No Idea,7AzlLxHn24DxjgQX73F9fU,81,Pop,2020,0.652,0.631,6,-5.718,0,0.0893,0.524,0.000579,0.165,0.35,127.998,154424,4,1.8841072151898735,0.23564981132075472
1110,Drake,Laugh Now Cry Later (feat. Lil Durk),2SAqBLGA283SUiwJ3xOUVI,81,Pop,2020,0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,261493,4,1.7913142361111112,0.22389462068965518
1111,Rihanna,Love On The Brain,5oO3drDxtziYU2H1X23ZIp,81,Pop,2016,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,224000,3,1.0450918095238093,0.17436050713153725
1112,Drake,One Dance,1zi7xx7UVEFkmKfv06H8x0,84,Pop,2016,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,173987,4,2.2974113333333332,0.2889751827242525
1113,Foster The People,Pumped Up Kicks,7w87IxuO7BDcJ3YUqCyMTT,83,Pop,2011,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4,1.8778208000000003,0.23428188866799204
1114,Kesha,TiK ToK,0HPD5WQqrq7wPWR7P7Dw1i,81,Pop,2010,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,199693,4,1.9606724,0.24940317380352645
1115,Britney Spears,Toxic,6I9VzXrHxO9rA9A5euc8Ak,81,Pop,2003,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,198800,4,1.686025042735043,0.20984769067796613
1116,Rex Orange County,Television / So Far So Good,5OUTFH5acycdnf8OVo21Gv,79,Pop,2017,0.405,0.505,5,-7.75,1,0.0458,0.592,0.0,0.121,0.318,164.971,262600,4,1.501171588235294,0.18685484671532848
1117,Maroon 5,Maps,4gbVRS8gloEluzf0GzDOFc,82,Pop,2014,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,189960,4,1.9734857446808511,0.250090079787234
1118,Passenger,Let Her Go,0JmiBCpWc1IAc0et7Xm7FL,75,Pop,2013,0.479,0.545,7,-7.346,1,0.0688,0.365,0.0,0.0963,0.243,74.897,252733,4,3.1799642857142856,0.40305429967426715
1119,Adele,Rolling in the Deep,1c8gk2PeTE04A1pIDH9YMk,78,Pop,2011,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,228093,4,2.285987551020408,0.2857631139240506
1120,My Chemical Romance,Teenagers,7j31rVgGX9Q2blT92VBEA0,80,Pop,2006,0.463,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647,161920,4,2.148120821917808,0.26758327702702706
1121,5 Seconds of Summer,She Looks So Perfect,1gugDOSMREb34Xo0c1PlxM,73,Pop,2014,0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025,202496,4,1.472320148148148,0.1875098878504673
1122,Drake,Girls Want Girls (with Lil Baby),37Nqx7iavZpotJSDXZWbJ3,80,Pop,2021,0.767,0.438,7,-8.726,0,0.29,0.181,0.0,0.142,0.381,86.975,221980,4,2.7577386075949364,0.34571605015673984
1123,Taylor Swift,Wildest Dreams (Taylor's Version),1Ov37jtRQ2YNAe8HzfczkL,81,Pop,2021,0.583,0.67,8,-7.289,1,0.0646,0.0374,0.0001,0.126,0.498,140.061,220433,4,1.7121684677419353,0.21403872255489023
1124,Gucci Mane,Rumors (feat. Lil Durk),0P2P1AxcRYhiZvoF5MyRmM,78,Pop,2022,0.688,0.842,2,-4.211,1,0.264,0.0499,0.0,0.241,0.416,159.897,185856,4,1.5013788429752066,0.1876905316973415
1125,Harry Styles,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,83,Pop,2017,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,340707,4,1.9948322023809522,0.25052456166419024
1126,WALK THE MOON,Shut Up and Dance,4kbj5MwxO1bq9wjT5g9HaA,81,Pop,2014,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,199080,4,1.8547732380952382,0.23408887290167865
1127,Khalid,Better,6zeeWid2sgw4lap2jV61PZ,76,Pop,2018,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,229320,4,2.4261975000000002,0.31000365384615386
1128,John Legend,All of Me,3U4isOIWM3VvDubwSI3y7a,84,Pop,2013,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,4,1.964504962962963,0.2466878240740741
1129,Marshmello,Happier,2dpaYNEQHiRxtZbfNsse99,82,Pop,2018,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,214290,4,2.4042810227272726,0.30051714689265535
1130,Bastille,Pompeii,3gbBpTdY8lnQwqxNCcf795,72,Pop,2013,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,214148,4,1.8499486725663716,0.23534866071428576
1131,The Weeknd,Is There Someone Else?,0mL82sxCRjrs3br407IdJh,79,Pop,2022,0.702,0.586,9,-7.83,0,0.0313,0.0388,7.27e-05,0.156,0.608,134.951,199111,4,1.7706934234234233,0.22235775784753364
1132,fun.,We Are Young (feat. Janelle Monáe),7a86XRg84qjasly9f6bPSD,74,Pop,2012,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,250627,4,1.3952822988505746,0.1759896120689655
1133,Dayglow,Can I Call You Tonight?,64lsIF5pw0sJY0gV5kz0RN,79,Pop,2019,0.641,0.842,9,-7.27,1,0.0292,0.132,0.91,0.419,0.5,129.98,278769,4,1.8430338513513511,0.23076817114093956
1134,Tears For Fears,Everybody Wants To Rule The World,4RvWPyQ5RL0ao9LPZeSouE,81,Pop,1985,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,251489,4,2.141853103448276,0.2679335867237687
1135,Rex Orange County,Best Friend,47Bg6IrMed1GPbxRgwH2aC,78,Pop,2017,0.575,0.714,6,-5.247,1,0.0596,0.395,0.0,0.115,0.32,144.982,262231,4,1.670461870967742,0.20817889776357826
1136,Doja Cat,Say So,3Dv1eDb0MEgF93GpLXlucZ,81,Pop,2019,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,237893,4,2.1411260550458713,0.2703429977116705
1137,Bryson Tiller,Exchange,43PuMrRfbyyuz4QpZ3oAwN,76,Pop,2015,0.525,0.433,6,-10.598,1,0.185,0.107,0.0,0.135,0.276,160.108,194613,4,1.4874899230769232,0.18663976967370444
1138,Don Toliver,After Party,527k23H0A4Q0UJN3vGs0Da,78,Pop,2020,0.629,0.692,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.948,167916,4,1.4626845614035087,0.18406315789473685
1139,Lady Gaga,Poker Face,5R8dQOPq8haW94K7mgERlO,74,Pop,2008,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,237200,4,2.021368086956522,0.2521550752688172
1140,Conan Gray,People Watching,4JeOesjcWWlprTAvucDSJX,78,Pop,2021,0.53,0.593,5,-7.286,1,0.0545,0.385,0.0,0.314,0.538,125.723,158537,4,1.923750864197531,0.23900826219512197
1141,Pharrell Williams,Just a Cloud Away,4UPQiDmYScn2C6S2C2WATY,80,Pop,2013,0.888,0.459,2,-8.154,1,0.0357,0.426,0.0,0.11,0.704,112.56,176078,3,1.6026912149532708,0.26668172307692306
1142,Aventura,Volví,2vmfvSoZBFAt9hhRoEByLi,86,Pop,2021,0.725,0.86,1,-3.726,1,0.182,0.422,0.000284,0.0674,0.791,175.896,230125,4,1.354823630952381,0.17088266467065868
1143,Lil Wayne,Love Me,7tGlzXJv6GD5e5qlu5YmDg,75,Pop,2013,0.674,0.608,8,-6.628,0,0.0334,0.0119,0.0,0.103,0.464,124.952,253440,4,1.8909415789473687,0.240034440227704
1144,Metro Boomin,10 Freaky Girls (with 21 Savage),0AluA5RNsa4Cx6XRhf2hWZ,78,Pop,2018,0.81,0.353,6,-9.931,0,0.31,0.588,0.0,0.102,0.0727,88.031,208293,4,2.677968181818182,0.340294375
1145,SZA,Love Galore (feat. Travis Scott),0q75NwOoFiARAVp4EXU4Bs,76,Pop,2017,0.795,0.594,0,-6.2,1,0.0748,0.112,0.0,0.162,0.409,135.002,275080,4,1.779337385620915,0.22274891233766236
1146,The Chainsmokers,High,3t4KHjd8uQpJJ2fa0fRIpR,80,Pop,2022,0.601,0.787,0,-6.178,1,0.031,0.0492,0.0,0.142,0.525,134.981,175163,4,1.7536518181818184,0.22201356234096692
1147,Jason Mraz,I'm Yours,1EzrEOXmMH3G43AXT1y7pA,79,Pop,2008,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,242947,4,1.5840798013245032,0.1987733388429752
1148,Gwen Stefani,The Sweet Escape,66ZcOcouenzZEnzTJvoFmH,73,Pop,2006,0.756,0.77,1,-3.502,1,0.0343,0.191,0.0,0.178,0.73,119.961,246467,4,1.9600449600000005,0.2501746849593496
1149,Lauv,I Like Me Better,2P91MQbaiQOfbiz9VqhqKQ,82,Pop,2018,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437,4,2.5703061333333337,0.32674498327759194
1150,blink-182,All The Small Things,2m1hi0nfMR9vdGC8UcrnwU,79,Pop,1999,0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.684,148.726,167067,4,1.6214628712871282,0.2026483618581907
1151,SZA,Broken Clocks,2fXwCWkh6YG5zU1IyvQrbs,76,Pop,2017,0.692,0.684,6,-7.364,1,0.155,0.131,0.0,0.156,0.406,112.912,231253,4,2.127365887850467,0.26526662037037035
1152,Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),3bidbhpOYeV4knp8AIu8Xn,82,Pop,2012,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343,4,1.6205379617834395,0.20552508012820517
1153,Pitbull,Timber (feat. Ke$ha),3cHyrEgdyYRjgJKSOiOtcS,81,Pop,2012,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,204160,4,1.8415682407407408,0.2306669053117783
1154,Zedd,The Middle,09IStsImFySgyp0pIQdqAc,80,Pop,2018,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,4,2.2475362500000005,0.27999917177914113
1155,One Direction,What Makes You Beautiful,4cluDES4hQEUhmXj6TXkSo,83,Pop,2012,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,199987,4,1.908235196078431,0.23971075794621025
1156,Train,Drops of Jupiter (Tell Me),2hKdd3qO7cWr2Jo0Bcs0MA,77,Pop,2001,0.481,0.638,0,-5.862,1,0.0276,0.153,0.0,0.154,0.497,79.064,259933,4,3.0724903658536586,0.37941510385756677
